計畫年度,主持人姓名,執行機關,內容
113,侯君翰,國立臺灣大學醫學院骨科,"計畫名稱：探討成纖維細胞生長因子23誘導骨肉瘤轉移之分子機制及治療應用成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,235,000元(各年度經費明細)計畫概述：我們研究FGF-23在骨肉瘤微環境血管新生和肺轉移進展中的關鍵功能，了解MMP-14的活化是影響骨肉瘤细胞轉移的重要分子機制。藉由細胞與未來老鼠體內實驗研究結果，期待改善目前臨床骨肉瘤治療上的...(詳)中文關鍵字：骨肉瘤，成纖維細胞生長因子23，血管生成，基質金屬蛋白酶-14英文關鍵字：osteosarcoma, FGF-23, angiogenesis, MMP-14中文摘要：骨肉瘤是一種高度侵襲性的原發性骨腫瘤，其特徵是生長迅速、早期轉移和預後不良，血管生成在其進展中起著核心作用。成纖維細胞生長因子-23 (FGF-23) 是一種源自骨骼的激素，已被證明與腫瘤的發...(詳)英文摘要：Osteosarcoma is a highly aggressive primary bone tumor characterized by rapid growth, early metastasis, and poor prognosis, with angiogenesis playing a central role in its progression. Fibroblast ...(詳)"
113,侯鈞賀,國立臺灣大學醫學院眼科,"計畫名稱：運用深度學習提升眼動儀個體化應用於特殊需求兒童和一般幼兒的早期視覺功能篩檢成果報告：未達繳交期限執行起迄：2024/08/01~2025/12/31總核定金額：1,130,000元(各年度經費明細)計畫概述：身心障礙者權利公約要求政府推動特殊需求者的健康平等權利。視覺功能對兒童的學習和發展至關重要。然特需兒童雖有比例高的視覺障礙，卻不易被發現。這影響其學習和整體發展，也降低個人和家庭生活品質。本計...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,侯中權,中華大學電機工程學系,"計畫名稱：混合式串聯轉換器搭配多載波脈波寬度調變技術之研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：723,000元(各年度經費明細)計畫概述：本計畫探討模組化多階串聯轉換器用於中電壓位準的交直流轉換器或直交流轉換器之應用。操作於中電壓位準的交直流轉換器或直交流轉換器，由於現有開關元件的耐電壓不足，無法採用單一轉換器來完成，因此，模組...(詳)中文關鍵字：串聯轉換器、多載波脈波寬度調變、共模電壓英文關鍵字：cascaded converter, multicarrier PWM, common mode voltage中文摘要：近年來，模組化多階串聯轉換器用於中電壓位準的交直流轉換器或直交流轉換器之應用受到關注，其中，單星形橋式模組和單三角形橋式模組為最重要的兩個架構。在中電壓併網的應用中，模組化多階串聯轉換器可以幫...(詳)英文摘要：Recent year, modular multilevel cascaded converter (MMCC) in the medium voltage AC-DC or DC-AC application has attracted attention such as MMCC single-star bridge-cell and single-delta bridge-cell...(詳)"
113,侯永琪,中華民國比較教育學會,"計畫名稱：113全國性學術團體辦理學術推廣業務計畫(中華民國比較教育學會)成果報告：執行起迄：2024/01/01~2024/12/31總核定金額：200,000元(各年度經費明細)計畫概述：中文關鍵字：比較教育、國際教育、國際化英文關鍵字：comparative education, international education, internationalization中文摘要：中華民國比較教育學會為臺灣唯一推動比較教育研究的學術社群，自民國63年5月18日 正式成立以來，迄今已有40年的歷史，在歷任理監事、理事長、秘書長、會務工作人員 努力及全體會員的參與下，本會於...(詳)英文摘要：The Chinese Taipei Comparative Education Society (CTCES, in short), established on 18th May, 1974, has been the only professional association, organized by academics and professional experts in co...(詳)"
113,侯永琪,國立政治大學教育學系,"計畫名稱：由2016年全球品質保証與高等教育網絡之「最佳指導原則」至2022年「國際標準準則」：從亞洲認證機構和大學的角度探討全球高等教育品質保障的效率、相關性和可持續發展目標（SDGs）成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,694,000元(各年度經費明細)計畫概述：鑒於INQAAHE ISGs將影響傳統的高等教育品質保証模式，展現高等教育和品質保証機構之效能、社會影響力和永續性將成為未來全球趨勢。因此，藉由全球脈絡到區域治理比較分析，本研究將對亞洲高等教...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,侯元昌,國立宜蘭大學電機工程學系（所）,"計畫名稱：適形週期結構輻射與散射電場計算法開發成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：807,000元(各年度經費明細)計畫概述：本計畫針對適形週期結構，基於主動單元場形法，開發出可對應任何結構外形的輻射與散射場快速計算法。此計算法會具有全波數值模擬與主動單元場形法的優點，得到有效率且統一的計算流程。並且本案會更進一步與...(詳)中文關鍵字：輻射場形、散射場形、主動元件場形法英文關鍵字：Radiation Pattern, Scattering Pattern, Active Element Pattern Method中文摘要：本計畫聚焦於週期結構輻射與散射電場計算法開發。針對可適應外型的週期結構，開發的高效率且不失真的輻射與散射電磁場計算法，快速得到輻射與散射場形。為了要計算結果不失真，此計算法已考量單元間的互相偶...(詳)英文摘要：In this research, we focus on developing computational electromagnetic methods for the radiation and scattering fields of periodic structures. An effective and achievable method is proposed for co...(詳)"
113,侯光煦,大華學校財團法人敏實科技大學智慧車輛與能源系,"計畫名稱：以人工神經網路探究電沉積鎳三元-陶瓷複合鍍膜製程與耐磨耗特性成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：920,000元(各年度經費明細)計畫概述：本研究計畫所規劃的採用實驗設計結合人工神經網路的機器學習；探究Ni-Mo-W-X; Ni-W-B-X (X=SiC, 或Al2O3)三元合金-陶瓷複合鍍膜製程及摩擦測試，尋求未來滿足適用之電接...(詳)中文關鍵字：人工神經網路、電沉積、鎳基、三元合金、陶瓷、鍍膜、磨耗英文關鍵字：Artificial Neural Network (ANN) , Electrodeposition, Nickel-based, Ternary Alloy, Ceramic, Coatings, Wear中文摘要：本研究探討鎳基合金陶瓷複合鍍膜的研製開發；這類鍍膜在汽車、航空、食品加工、印刷及化工等領域中的應用，特別是其高硬度與優異耐磨性能，這些特性使其廣泛用於汽缸、活塞、轉軸等零部件上。研究目標是引入...(詳)英文摘要：This study investigates the development and fabrication of nickel-based alloy/ceramic composite coatings, which are widely applied in the automotive, aerospace, food processing, printing, and chem...(詳)"
113,侯詠德,國立臺灣大學生物機電工程學系,"計畫名稱：脫細胞化肝臟間質為基底之奈米藥物應用於代謝失能相關脂肪肝病的治療成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：4,078,000元(各年度經費明細)計畫概述：本研究將以本系所擁有生物醫學材料的技術為背景，並結合與國家實驗動物中心鄭蕙芬博士的共同合作而了解的肝臟知識背景及專業技能，使本研究團隊將真正達到生物醫學與工程的真正跨領域合作，本計畫可以在國...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,侯智耀,國立高雄科技大學水圈學院水產食品科學系,"計畫名稱：應用牛血副產物發酵生產功能肽其分離、鑑定、應用與量化生產研究(1/2)成果報告：此為多年期計畫，於全程計畫結束後公開成果報告執行起迄：2024/06/01~2025/05/31總核定金額：1,100,000元(各年度經費明細)計畫概述：畜產牛隻屠宰產生之牛血很少得到開發和利用，本計畫合作廠商已具有發酵牛血生產出具生物活性之胜肽產物，且具有生產特定生化分子、抑菌能力、以及促進細胞活性的候選菌株。由於細菌對目前抗生素耐藥性持續上...(詳)中文關鍵字：牛血發酵、抗菌肽、生物膜抑制、產品化開發、循環經濟英文關鍵字：Bovine blood fermentation, Antimicrobial peptides, Biofilm inhibition, Product commercialization, Circular economy中文摘要：牛血作為農業廢棄物的再利用，特別是在發酵技術及生物技術產品開發方面，已展現出顯著的發展潛力。本計畫第一年的研究成果確認，來自Y1菌株（Torulaspora delbrueckii）的發酵牛血...(詳)英文摘要：Bovine blood, as an agricultural waste, has exhibited substantial development potential, particularly in the areas of biotechnology product development and fermentation technology. The initial yea...(詳)"
113,侯文琪,臺北醫學大學生藥學研究所,"計畫名稱：高良薑與其純化物改善肥胖與第二型糖尿病的體外與動物模式的研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,440,000元(各年度經費明細)計畫概述：肥胖與第二型糖尿病人口比例逐年增加。高良薑為尋常的食品香料也是傳統藥材。本計畫預備試驗以細胞試驗配合動物餵食，結果顯示高良薑具有改善db/db基因缺陷小鼠的肥胖與第二型糖尿病潛力。本計畫擬以兩...(詳)中文關鍵字：高良薑；分化的3T3-L1細胞； 高脂飼料誘導肥胖小鼠；英文關鍵字：Alpinia officinarum Hance (AO); differentiated 3T3-L1 adipocytes; high-fat diet-induced obese mice;中文摘要：本計畫以分化的3T3-L1前脂肪細胞的八天培養為細胞模型，探討AO 酒精抽取物(AO-95EE)與乙酸乙酯區分層(AO-95EE-EA)的抑制脂質堆積效果(以ORO染色回溶測定，以 IC50表...(詳)英文摘要：The Alpinia officinarum (AO) rhizomes are widely used as food spices in Europe and Southeast Asia. In this study, using the 8-day cultures of the differentiated 3T3-L1 adipocytes as cell models, t...(詳)"
113,侯文萱,臺北醫學大學復健科,"計畫名稱：共同設計、發展與實施以病人為中心的連續性跨領域高齡復健醫病共享決策照護模式成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：784,000元(各年度經費明細)計畫概述：共同設計、共同發展和共同實施國際上第一套針對高齡復健的連續性跨領域醫病共享決策模式，依病人之急性、亞急性、慢性長照之連續性照護各階段需求，提供以病人為中心的連續性跨領域高齡復健醫病共享決策照護...(詳)中文關鍵字：高齡復健、以病人為中心、全人照護、醫病共享決策、健康識能、生活品質、照護品質英文關鍵字：Geriatric Rehabilitation; Patient-Centered; Holistic Care; Shared Decision-Making; Health Literacy; Quality of Life; Quality of Care中文摘要：背景：高齡復健病人因多重功能衰退與老年病症候群，需同時考量急性、亞急性、慢性、長期照護或回歸社區生活各時期的問題，需涵蓋跨領域醫療團隊的介入與家屬協助，以滿足高齡復健複雜且全方位的身心社靈之需...(詳)英文摘要：Background:
Older patients undergoing geriatric rehabilitation often experience multiple functional declines and geriatric syndromes, this necessitates the involvement of interdisciplinary health...(詳)"
